avg_daily_sales_sum,barcode_count,barcodes,current_winner,family_key,net_revenue_sum,product_ids,reorder_candidate,seller_sku_count,seller_sku_ids,sku_count,skus,sold_units_sum,stale_stock,stock_cover_days,stock_units_sum,stockout_risk,title,variant_count,variant_titles
0.062,1,['4606088043555'],False,product:1832880,0.0,[1832880],False,0,[],1,['WONDERS-04355'],0,False,0.0,0,True,Настольная игра 'Чёто-Тама' или 'Кто я?' на угадывание слов,1,"[""Настольная игра 'Чёто-Тама' или 'Кто я?' на угадывание слов""]"
0.05,4,"['1000034980568', '1000065092636', '4606088026442', '4606088026459']",False,product:969613,0.0,[969613],False,0,[],4,"['WONDERS-02645-АЛЫЙ', 'WONDERS-02645-ЗОЛОТ', 'WONDERS-02645-ОРАНЖ', 'WONDERS-02645-ПУРПУР']",0,False,300.0,15,False,Пазлы детские крупные Maxi 'Игрушки' 'Фрукты' 'Ягоды'. Макси пазлы,4,"[""Пазлы детские крупные Maxi 'Игрушки' 'Фрукты' 'Ягоды'. Макси пазлы""]"
0.05,2,"['2900069127886', '6900075169517']",False,product:2377508,0.0,[2377508],False,0,[],2,"['WONDERS-6912788-АЛЫЙ', 'WONDERS-6912788-СИНИЙ']",0,False,320.0,16,False,Конструктор кубики Синий трактор: Алфавит 9 шт,2,['Конструктор кубики Синий трактор: Алфавит 9 шт']
0.05,4,"['1000079419016', '1000080968503', '2900042319871', '2900042319888']",False,product:2539424,0.0,[2539424],False,0,[],4,"['WONDERS-4231988-БЕЛЫЙ', 'WONDERS-4231988-БИРЮЗ', 'WONDERS-4231988-ЗЕЛЕН', 'WONDERS-4231988-ЧЕРН']",0,False,1140.0,57,False,Книжка - шуршалка по методике Г. ДоманаЧёрно-белые картинки для малышей  Животные,4,['Книжка - шуршалка по методике Г. ДоманаЧёрно-белые картинки для малышей  Животные']
0.05,6,"['1000083665003', '1000083857613', '1000086997835', '6900028287732', '6900068699663', '6900100480815']",False,product:2976834,0.0,[2976834],False,6,"['КРУЖК-Алый', 'КРУЖК-Индиго', 'КРУЖК-Красный', 'КРУЖК-Лазурный', 'КРУЖК-Ледяной', 'КРУЖК-Серый']",6,"['WONDERS-КРУЖК-АЛЫЙ', 'WONDERS-КРУЖК-ИНДИГО', 'WONDERS-КРУЖК-КРАСН', 'WONDERS-КРУЖК-ЛАЗУР', 'WONDERS-КРУЖК-ЛЕДЯН', 'WONDERS-КРУЖК-СЕРЫЙ']",0,False,440.0,22,False,Кружка керамическая детская сувенирная 350 мл Супер-мен Человек-паук Marvel,6,['Кружка керамическая детская сувенирная 350 мл Супер-мен Человек-паук Marvel']
0.034,12,"['1000017974782', '1000052271235', '4895136015983', '4895136015990', '4895136016003', '4895136016027', '4895136016034', '4895136018687', '4895136018694', '4895136018700', '4895136018731', '4895136018755']",False,product:534876,0.0,[534876],False,0,[],12,"['WONDERS-ВВ1715-АМЕТИС', 'WONDERS-ВВ1715-БИРЮЗ', 'WONDERS-ВВ1715-ГОЛУБ', 'WONDERS-ВВ1715-ЗЕЛЕН', 'WONDERS-ВВ1715-ЗОЛОТ', 'WONDERS-ВВ1715-ИНДИГО', 'WONDERS-ВВ1715-КАРМЛН', 'WONDERS-ВВ1715-КОРАЛЛ', 'WONDERS-ВВ1715-ОЛИВК', 'WONDERS-ВВ1715-РОЗОВ', 'WONDERS-ВВ1715-СЕРЕБРН', 'WONDERS-ВВ1715-СИНИЙ']",0,False,4764.7,162,False,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,12,['Раскраски-антистресс Bondibon в наборе 21 х 30 см А4']
0.034,3,"['1000036118358', '1000036118365', '1000036118372']",False,product:1320053,0.0,[1320053],False,0,[],3,"['WONDERS-03867-КРАСН', 'WONDERS-03867-СЕРЫЙ', 'WONDERS-03867-СИНИЙ']",0,False,1058.8,36,False,Доски для выжигания Вертолет и Гоночный автомобиль Трансформер и космический корабль,3,['Доски для выжигания Вертолет и Гоночный автомобиль Трансформер и космический корабль']
0.034,4,"['1000060190948', '4606088027951', '4606088038674', '4606088041865']",False,product:2077514,0.0,[2077514],False,0,[],4,"['WONDERS-ДОСКИ5-ВИШН', 'WONDERS-ДОСКИ5-ОРАНЖ', 'WONDERS-ДОСКИ5-СЕРЫЙ', 'WONDERS-ДОСКИ5-СИНИЙ']",0,False,441.2,15,False,Доски для выжигания 5 штук,4,['Доски для выжигания 5 штук']
0.034,9,"['6900067539342', '6900069009966', '6900069009973', '6900069009980', '6900077745603', '6900094992158', '6900094992189', '6900094992202', '6900094992226']",False,product:2327391,0.0,[2327391],False,0,[],9,"['WONDERS-НГ-АЛЫЙ', 'WONDERS-НГ-БЕЛЫЙ', 'WONDERS-НГ-ВИШН', 'WONDERS-НГ-ГОЛУБ', 'WONDERS-НГ-ЗЕЛЕН', 'WONDERS-НГ-КОРАЛЛ', 'WONDERS-НГ-КОРИЧН', 'WONDERS-НГ-ЛЗЕЛЕН', 'WONDERS-НГ-ОРАНЖ']",0,False,3205.9,109,False,Конструктор новогодний 'Дед мороз' 'Снеговик' 'Ёлочка',9,"[""Конструктор новогодний 'Дед мороз' 'Снеговик' 'Ёлочка'""]"
0.033,1,['4670006855346'],False,product:416614,0.0,[416614],False,0,[],1,['WONDERS-ДМ01'],0,False,636.4,21,False,Детское домино 'Фрукты-овощи',1,"[""Детское домино 'Фрукты-овощи'""]"
0.033,1,['4895136051172'],False,product:693665,0.0,[693665],False,0,[],1,['WONDERS-ВВ5134'],0,False,60.6,2,False,Водная многоразовая раскраска с трафаретами для рисования Коврик 'Весёлый счёт' 2 ручки,1,"[""Водная многоразовая раскраска с трафаретами для рисования Коврик 'Весёлый счёт' 2 ручки""]"
0.033,1,['4606088042282'],False,product:903783,0.0,[903783],False,0,[],1,['WONDERS-04228'],0,False,393.9,13,False,Набор для вышивания с пяльцами. Вышивание крестиком. Вышивка 'Новогодняя Ёлочка',1,"[""Набор для вышивания с пяльцами. Вышивание крестиком. Вышивка 'Новогодняя Ёлочка'""]"
0.033,1,['4606088019512'],False,product:925108,0.0,[925108],False,0,[],1,['WONDERS-014951'],0,False,454.5,15,False,Деревянное лото Собирай-ка: овощи фрукты грибы цветы,1,['Деревянное лото Собирай-ка: овощи фрукты грибы цветы']
0.033,1,['4627087831431'],False,product:1248134,0.0,[1248134],False,0,[],1,['WONDERS-83143-БЕЛЫЙ'],0,False,90.9,3,False,Пазл для заполнения. Чистый пустой пазл,1,['Пазл для заполнения. Чистый пустой пазл']
0.033,1,['4606088038186'],False,product:1266595,0.0,[1266595],False,0,[],1,['WONDERS-03818-ЗЕЛЕН'],0,False,90.9,3,False,Эмоции развивающая игра для малышей пластик на липучках,1,['Эмоции развивающая игра для малышей пластик на липучках']
0.033,4,"['1000055231106', '1000055231113', '4606088046914', '4606088051123']",False,product:1939359,0.0,[1939359],False,0,[],4,"['WONDERS-04691-АЛЫЙ', 'WONDERS-04691-БЕЛЫЙ', 'WONDERS-04691-ЗЕЛЕН', 'WONDERS-04691-КРАСН']",0,False,2030.3,67,False,Набор для вышивания. Вышивание крестиком. Вышивка 'Новогодняя' Дед мороз Ёлочка,4,"[""Набор для вышивания. Вышивание крестиком. Вышивка 'Новогодняя' Дед мороз Ёлочка""]"
0.033,2,"['1000078193610', '1000078193627']",False,product:2670927,0.0,[2670927],False,2,"['АМЕТИС', 'ВИШН']",2,"['WONDERS-9061057-АМЕТИС', 'WONDERS-9061057-ВИШН']",0,False,121.2,4,False,Книга развивающая для детей. Буквенные и математические лабиринты ( ребусы логика),2,['Книга развивающая для детей. Буквенные и математические лабиринты ( ребусы логика)']
0.033,2,"['9785001928492', '9785001928508']",False,product:4028493,0.0,[4028493],False,2,"['wow-чуковский-айболит', 'wow-чуковский-крокодил']",2,"['WONDERS-ЧУКОВСК-БЕЛЫЙ', 'WONDERS-ЧУКОВСК-ЗЕЛЕН']",0,False,454.5,15,False,Книжка для малышей Чуковский К Айболит Крокодил,2,['Книжка для малышей Чуковский К Айболит Крокодил']
0.017,1,['1000001144993'],False,product:45705,0.0,[45705],False,0,[],1,['WONDERS-БЫССТАК'],0,False,647.1,11,False,Настольная семейная игра 'Быстрые стаканчики',1,"[""Настольная семейная игра 'Быстрые стаканчики'""]"
0.017,1,['4602010617993'],False,product:172503,0.0,[172503],False,1,['Ф94604'],1,['WONDERS-Ф94604'],0,False,117.6,2,False,Детская активная подвижная игра 'Твистер - Пицца',1,"[""Детская активная подвижная игра 'Твистер - Пицца'""]"
0.017,1,['4670006854097'],False,product:416650,0.0,[416650],False,1,['шарики'],1,['WONDERS-СОР14'],0,False,588.2,10,False,Сортер Шарики,1,['Сортер Шарики']
0.017,1,['1000019003602'],False,product:711203,0.0,[711203],False,1,['счмат'],1,['WONDERS-СЧМАТ'],0,False,1117.6,19,False,Деревянные счетные палочки и счетный материал,1,['Деревянные счетные палочки и счетный материал']
0.017,2,"['1000025364070', '4606088040523']",False,product:940002,0.0,[940002],False,0,[],2,"['WONDERS-04052-ГОЛУБ', 'WONDERS-04052-ЗЕЛЕН']",0,False,235.3,4,False,Мемо. Детская настольная игра на развитие памяти,2,['Мемо. Детская настольная игра на развитие памяти']
0.017,1,['4606088042701'],False,product:950401,0.0,[950401],False,0,[],1,['WONDERS-04270'],0,False,1000.0,17,False,Настольная игра Baby Toys 'Азбука для самых маленьких' русский алфавит,1,"[""Настольная игра Baby Toys 'Азбука для самых маленьких' русский алфавит""]"
0.017,1,['1000026265352'],False,product:972945,0.0,[972945],False,0,[],1,['WONDERS-01895'],0,False,529.4,9,False,Карточная настольная игра 'Мафия',1,"[""Карточная настольная игра 'Мафия'""]"
0.017,1,['1000026412220'],False,product:978916,0.0,[978916],False,0,[],1,['WONDERS-04014'],0,False,294.1,5,False,Магниты детские Мои первые магниты 28 элементов детские магнитики Магнитные истории,1,['Магниты детские Мои первые магниты 28 элементов детские магнитики Магнитные истории']
0.017,1,['4606088029863'],False,product:1008331,0.0,[1008331],False,0,[],1,['WONDERS-02986'],0,False,411.8,7,False,Игра для детей Сорви башню (цветная)/ Падающая башня,1,['Игра для детей Сорви башню (цветная)/ Падающая башня']
0.017,1,['4606088038056'],False,product:1010260,0.0,[1010260],False,0,[],1,['WONDERS-03805'],0,False,117.6,2,False,Пластмассовые кубики 'Принцессы' Disney 6 штук,1,"[""Пластмассовые кубики 'Принцессы' Disney 6 штук""]"
0.017,1,['4606088038094'],False,product:1010297,0.0,[1010297],False,0,[],1,['WONDERS-03809'],0,False,58.8,1,False,Кубики детские с картинками  6 штук  Герои Дисней 'Пушистые истории. Королевские питомцы',1,"[""Кубики детские с картинками  6 штук  Герои Дисней 'Пушистые истории. Королевские питомцы'""]"
0.017,1,['4606088043685'],False,product:1092089,0.0,[1092089],False,0,[],1,['WONDERS-L11'],0,False,470.6,8,False,Набор для фото и видеосъёмки: Светодиодная кольцевая селфи лампа микрофон штатив линзы,1,['Набор для фото и видеосъёмки: Светодиодная кольцевая селфи лампа микрофон штатив линзы']
0.017,6,"['1000034778240', '1000034778639', '1000034778646', '4606088000763', '4606088000770', '4606088001388']",False,product:1248402,0.0,[1248402],False,0,[],6,"['WONDERS-00078-БЕЖЕВ', 'WONDERS-00078-ГОЛУБ', 'WONDERS-00078-ЗЕЛЕН', 'WONDERS-00078-ЛАЙМ', 'WONDERS-00078-ОРАНЖ', 'WONDERS-00078-РОЗОВ']",0,False,1117.6,19,False,Настольная игра лото для детей. Развивающая игра,6,['Настольная игра лото для детей. Развивающая игра']
0.017,8,"['4606088043456', '4606088043463', '4606088043470', '4606088043487', '4606088043494', '4606088043500', '4606088043517', '4606088043524']",False,product:1280650,0.0,[1280650],False,0,[],8,"['WONDERS-04345-04345', 'WONDERS-04345-04346', 'WONDERS-04345-04347', 'WONDERS-04345-04348', 'WONDERS-04345-04349', 'WONDERS-04345-04350', 'WONDERS-04345-04351', 'WONDERS-04345-04352']",0,False,4882.4,83,False,Настольная детская игра 'Мемо' транспорт животные флаги,8,"[""Настольная детская игра 'Мемо' транспорт животные флаги""]"
0.017,1,['4606088019116'],False,product:1500878,0.0,[1500878],False,0,[],1,['WONDERS-01911'],0,False,823.5,14,False,Кукла Магнитная с нарядами / одеждой 'Одевашки Настя' развивающая игра для девочек,1,"[""Кукла Магнитная с нарядами / одеждой 'Одевашки Настя' развивающая игра для девочек""]"
0.017,1,['4606088043807'],False,product:1813596,0.0,[1813596],False,0,[],1,['WONDERS-04380'],0,False,1000.0,17,False,Игра детская - бродилка / ходилка Алфавит Азбука русские буквы,1,['Игра детская - бродилка / ходилка Алфавит Азбука русские буквы']
0.017,1,['4606088042985'],False,product:1813755,0.0,[1813755],False,0,[],1,['WONDERS-04298'],0,False,1294.1,22,False,Магниты детские Времена года. Развивающая магнитная игра для детей,1,['Магниты детские Времена года. Развивающая магнитная игра для детей']
0.017,4,"['4606088044620', '4606088044637', '4606088044644', '4606088044651']",False,product:1822597,0.0,[1822597],False,0,[],4,"['WONDERS-04463-ГОЛУБ', 'WONDERS-04463-ЖЕЛТ', 'WONDERS-04463-ЗЕЛЕН', 'WONDERS-04463-КРАСН']",0,False,352.9,6,False,Доски для выжигания с рисунком,4,['Доски для выжигания с рисунком']
0.017,11,"['1000051496028', '1000051497230', '4606088008707', '4606088008714', '4606088009667', '4606088009681', '4606088009841', '4606088022024', '4606088022031', '4606088022079', '4606088022116']",False,product:1832651,0.0,[1832651],False,0,[],11,"['WONDERS-02207-АМЕТИС', 'WONDERS-02207-ГОЛУБ', 'WONDERS-02207-ЗЕЛЕН', 'WONDERS-02207-ЗОЛОТ', 'WONDERS-02207-КОНФЕТН', 'WONDERS-02207-ОРАНЖ', 'WONDERS-02207-ПУРПУР', 'WONDERS-02207-РОЗОВ', 'WONDERS-02207-СИНИЙ', 'WONDERS-02207-ФИОЛЕТ', 'WONDERS-02207-ЧЕРН']",0,False,2058.8,35,False,Детская пластмассовая Мозаика 100 120 150 225 элементов,11,['Детская пластмассовая Мозаика 100 120 150 225 элементов']
0.017,2,"['4895136047823', '4895136054012']",False,product:1999475,0.0,[1999475],False,0,[],2,"['WONDERS-ВВ4777-АЛЫЙ', 'WONDERS-ВВ4777-ОРАНЖ']",0,False,1470.6,25,False,Пальчиковый театр Животные,2,['Пальчиковый театр Животные']
0.017,1,['4606088047805'],False,product:2208171,0.0,[2208171],False,0,[],1,['WONDERS-04780-ЗЕЛЕН'],0,False,176.5,3,False,Пазлы MAXI Baby Toys 'Собирай цвета' для малышей,1,"[""Пазлы MAXI Baby Toys 'Собирай цвета' для малышей""]"
0.017,1,['4606088049304'],False,product:2213187,0.0,[2213187],False,0,[],1,['WONDERS-04930'],0,False,1294.1,22,False,Детская настольная игра для большой компании 'Мемы общий сбор!',1,"[""Детская настольная игра для большой компании 'Мемы общий сбор!'""]"
0.017,2,"['6900051954144', '6900070458517']",False,product:2330053,0.0,[2330053],False,0,[],2,"['WONDERS-PRINC-ГОЛУБ', 'WONDERS-PRINC-ЛАВАНД']",0,False,529.4,9,False,Конструктор для девочек 'Замок принцессы',2,"[""Конструктор для девочек 'Замок принцессы'""]"
0.017,2,"['4812501178098', '4812501178104']",False,product:2330951,0.0,[2330951],False,0,[],2,"['WONDERS-9418189-КОРИЧН', 'WONDERS-9418189-СЕРЫЙ']",0,False,529.4,9,False,Мягкая игрушка Енот Мишка,2,['Мягкая игрушка Енот Мишка']
0.017,3,"['2900092709004', '2900092709011', '2900092709028']",False,product:2334363,0.0,[2334363],False,0,[],3,"['WONDERS-АКУЛА-СЕРЫЙ', 'WONDERS-АКУЛА-СИНИЙ', 'WONDERS-АКУЛА-ФИОЛЕТ']",0,False,882.4,15,False,Мягкая игрушка 'Акула',3,"[""Мягкая игрушка 'Акула'""]"
0.017,2,"['6900093218082', '6900093218099']",False,product:2336340,0.0,[2336340],False,0,[],2,"['WONDERS-9321809-ЖЕЛТ', 'WONDERS-9321809-ЗЕЛЕН']",0,False,823.5,14,False,Конструктор Машина - Трансформер с инерционным механизмом 'Гоночный автомобиль' суперкар,2,"[""Конструктор Машина - Трансформер с инерционным механизмом 'Гоночный автомобиль' суперкар""]"
0.017,2,"['2900041314020', '2900041314044']",False,product:2377502,0.0,[2377502],False,2,"['КОНСТР', 'КУБ']",2,"['WONDERS-4131402-КОНСТР', 'WONDERS-4131402-КУБ']",0,False,1529.4,26,False,Набор цветных развивающих кубиков Смешарики. Конструктор детский 20 штук,2,['Набор цветных развивающих кубиков Смешарики. Конструктор детский 20 штук']
0.017,3,"['2900050846628', '2900050846635', '2900050846642']",False,product:2538844,0.0,[2538844],False,0,[],3,"['WONDERS-5084664-БЕЛЫЙ', 'WONDERS-5084664-ЖЕЛТ', 'WONDERS-5084664-ЗЕЛЕН']",0,False,470.6,8,False,Книжка-раскраска для ванны Животные Африки по методике Гленна Домана,3,['Книжка-раскраска для ванны Животные Африки по методике Гленна Домана']
0.017,1,['2900070679466'],False,product:2574753,0.0,[2574753],False,0,[],1,['WONDERS-ВОДА'],0,False,764.7,13,False,Набор для опытов Удивительные опыты с водой 23 предмета 20 опытов,1,['Набор для опытов Удивительные опыты с водой 23 предмета 20 опытов']
0.017,7,"['9785506065944', '9785506071549', '9785506072478', '9785506072485', '9785506072492', '9785506079149', '9785506090298']",False,product:2680595,0.0,[2680595],False,7,"['ВЫРУБКА-АМЕТИС', 'ВЫРУБКА-БИРЮЗ', 'ВЫРУБКА-ГОЛУБ', 'ВЫРУБКА-КОРИЧН', 'ВЫРУБКА-ЛАВАНД', 'ВЫРУБКА-РЫЖИЙ', 'ВЫРУБКА-СИНИЙ']",7,"['WONDERS-ВЫРУБКА-АМЕТИС', 'WONDERS-ВЫРУБКА-БИРЮЗ', 'WONDERS-ВЫРУБКА-ГОЛУБ', 'WONDERS-ВЫРУБКА-КОРИЧН', 'WONDERS-ВЫРУБКА-ЛАВАНД', 'WONDERS-ВЫРУБКА-РЫЖИЙ', 'WONDERS-ВЫРУБКА-СИНИЙ']",0,False,3529.4,60,False,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,7,['Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок']
0.017,4,"['1000080150809', '2900022664304', '2900022664311', '2905421580002']",False,product:2793264,0.0,[2793264],False,0,[],4,"['WONDERS-2266430-АЛЫЙ', 'WONDERS-2266430-БЕЛЫЙ', 'WONDERS-2266430-КРАСН', 'WONDERS-2266430-ОРАНЖ']",0,False,352.9,6,False,Карнавальная шляпа - конус на Хэллоуин Ведьмочка / Ведьма,4,['Карнавальная шляпа - конус на Хэллоуин Ведьмочка / Ведьма']
0.017,1,['2900072945194'],False,product:2973506,0.0,[2973506],False,0,[],1,['WONDERS-МОПС'],0,False,176.5,3,False,Мялка антистресс тянучка Собака с песком,1,['Мялка антистресс тянучка Собака с песком']
0.017,9,"['6900039336115', '6900073217463', '6900100480792', '6900104531544', '6900104531582', '6900104858412', '6900104858429', '6900104858535', '6900106303552']",False,product:2976090,0.0,[2976090],False,0,[],9,"['WONDERS-КРУЖКА-АЛЫЙ', 'WONDERS-КРУЖКА-АМЕТИС', 'WONDERS-КРУЖКА-ГОЛУБ', 'WONDERS-КРУЖКА-КОНФЕТН', 'WONDERS-КРУЖКА-КРАСН', 'WONDERS-КРУЖКА-ПУДР', 'WONDERS-КРУЖКА-РОЗОВ', 'WONDERS-КРУЖКА-СИНИЙ', 'WONDERS-КРУЖКА-ТЕМНРОЗ']",0,False,5764.7,98,False,Кружка Новогодняя детская сублимация Холодное сердце Микки Маус Пони керамика 350 мл,9,['Кружка Новогодняя детская сублимация Холодное сердце Микки Маус Пони керамика 350 мл']
0.017,3,"['1000083863515', '1000083863522', '1000083863539']",False,product:2984275,0.0,[2984275],False,3,"['100007', '1000083', '1000084']",3,"['WONDERS-БЛОКНОТ-АЛЫЙ', 'WONDERS-БЛОКНОТ-АМЕТИС', 'WONDERS-БЛОКНОТ-ЗЕЛЕН']",0,False,1823.5,31,False,Блокнот IQ Лабиринты Кроссворды задания. Новогодний детский,3,['Блокнот IQ Лабиринты Кроссворды задания. Новогодний детский']
0.017,4,"['2900035367803', '2900044643103', '2900044643134', '2900047252135']",False,product:3073230,0.0,[3073230],False,0,[],4,"['WONDERS-ШКАТУЛК-КОНФЕТН', 'WONDERS-ШКАТУЛК-ПУРПУР', 'WONDERS-ШКАТУЛК-РОЗОВ', 'WONDERS-ШКАТУЛК-СИРЕН']",0,False,2117.6,36,False,Алмазная мозаика на шкатулке с частичным заполнением,4,['Алмазная мозаика на шкатулке с частичным заполнением']
0.017,2,"['1000092561471', '1000092561488']",False,product:3412043,0.0,[3412043],False,2,"['100008', '100009']",2,"['WONDERS-ФАКТЫ-БЕЛЫЙ', 'WONDERS-ФАКТЫ-ГОЛУБ']",0,False,470.6,8,False,Энциклопедия детская. Забавные факты о теле человека. Забавные факты о животных. Тв. переп,2,['Энциклопедия детская. Забавные факты о теле человека. Забавные факты о животных. Тв. переп']
0.017,5,"['1000100989785', '1000100989792', '1000100989808', '1000100989822', '2900102277974']",False,product:4103708,0.0,[4103708],False,5,"['wow-кош-АМЕТИС', 'wow-кош-ВИШН', 'wow-кош-ГОЛУБ', 'wow-кош-ЖЕЛТ', 'wow-кош-КОНФЕТН']",5,"['WONDERS-КОШЕЛЁК-АМЕТИС', 'WONDERS-КОШЕЛЁК-ВИШН', 'WONDERS-КОШЕЛЁК-ГОЛУБ', 'WONDERS-КОШЕЛЁК-ЖЕЛТ', 'WONDERS-КОШЕЛЁК-КОНФЕТН']",0,False,705.9,12,False,Кошелёк детский. Монетница. Котята,5,['Кошелёк детский. Монетница. Котята']
0.0,4,"['1000000039139', '1000000039146', '1000000039153', '1000000039160']",False,product:2051,0.0,[2051],False,0,[],4,"['WONDERS-ВКЛЖИВ1-СЕРЕБРН', 'WONDERS-ВКЛЖИВ1-СЕРЫЙ', 'WONDERS-ВКЛЖИВ1-УГОЛЬН', 'WONDERS-ВКЛЖИВ1-ЧЕРН']",0,False,,0,False,Игрушка-вкладыши 'Животные',4,"[""Игрушка-вкладыши 'Животные'""]"
0.0,7,"['1000000042061', '1000000042078', '1000000042085', '1000000042092', '1000000042108', '1000000042115', '1000000042122']",False,product:2183,0.0,[2183],False,0,[],7,"['WONDERS-НГНАВЛ1-БЕЛЫЙ', 'WONDERS-НГНАВЛ1-КОРИЧН', 'WONDERS-НГНАВЛ1-ОЛИВК', 'WONDERS-НГНАВЛ1-СЕРЕБРН', 'WONDERS-НГНАВЛ1-СЕРЫЙ', 'WONDERS-НГНАВЛ1-ТРАКОТ', 'WONDERS-НГНАВЛ1-ЧЕРН']",0,False,,0,False,Новогодние декоративные наволочки 45х45 см,7,['Новогодние декоративные наволочки 45х45 см']
0.0,8,"['1000000042160', '1000000042177', '1000000042184', '1000000042191', '1000000042207', '1000000042214', '1000000042221', '1000000042238']",False,product:2185,0.0,[2185],False,0,[],8,"['WONDERS-НГНВЛ1-БЕЛЫЙ', 'WONDERS-НГНВЛ1-КОРИЧН', 'WONDERS-НГНВЛ1-КРАСН', 'WONDERS-НГНВЛ1-ОЛИВК', 'WONDERS-НГНВЛ1-СЕРЕБРН', 'WONDERS-НГНВЛ1-УГОЛЬН', 'WONDERS-НГНВЛ1-ХАКИ', 'WONDERS-НГНВЛ1-ЧЕРН']",0,False,,0,False,Новогодние декоративные наволочки 45х45 см,8,['Новогодние декоративные наволочки 45х45 см']
0.0,1,['1000000042283'],False,product:2187,0.0,[2187],False,0,[],1,['WONDERS-ЮБКДЁЛ1'],0,False,,0,False,Юбка для новогодней ёлки,1,['Юбка для новогодней ёлки']
0.0,1,['1000000042290'],False,product:1814,0.0,[1814],False,0,[],1,['WONDERS-ЮБДЁЛБ1'],0,False,,0,False,Юбка для новогодней ёлки белая,1,['Юбка для новогодней ёлки белая']
0.0,1,['1000000042306'],False,product:2188,0.0,[2188],False,0,[],1,['WONDERS-РЖДНСК1'],0,False,,0,False,Рождественский носок 45 см,1,['Рождественский носок 45 см']
0.0,1,['1000000042320'],False,product:2189,0.0,[2189],False,0,[],1,['WONDERS-НГЧХСТ1'],0,False,,0,False,Новогодние чехлы на спинку стула 2 штуки,1,['Новогодние чехлы на спинку стула 2 штуки']
0.0,1,['1000000042337'],False,product:1798,0.0,[1798],False,0,[],1,['WONDERS-НГСКТР1'],0,False,,0,False,Новогодняя скатерть 132 х 208 см,1,['Новогодняя скатерть 132 х 208 см']
0.0,4,"['1000000042344', '1000000042351', '1000000042368', '1000000042375']",False,product:1807,0.0,[1807],False,0,[],4,"['WONDERS-НГЧСТП1-БЕЛЫЙ', 'WONDERS-НГЧСТП1-КОРИЧН', 'WONDERS-НГЧСТП1-СЕРЫЙ', 'WONDERS-НГЧСТП1-ЧЕРН']",0,False,,0,False,Новогодние чехлы для столовых приборов,4,['Новогодние чехлы для столовых приборов']
0.0,5,"['1000000042382', '1000000042399', '1000000042405', '1000000042412', '1000000042429']",False,product:2197,0.0,[2197],False,0,[],5,"['WONDERS-ДЕКНАВ1-БАГРОВ', 'WONDERS-ДЕКНАВ1-ЛАВАНД', 'WONDERS-ДЕКНАВ1-ЛАЙМ', 'WONDERS-ДЕКНАВ1-МАНГО', 'WONDERS-ДЕКНАВ1-ФУКСИЯ']",0,False,,0,False,Декоративные наволочки 45х45 см  2 штуки,5,['Декоративные наволочки 45х45 см  2 штуки']
0.0,1,['1000000042566'],False,product:323,0.0,[323],False,0,[],1,['WONDERS-ИГРУШКА-СТЧМЗУ1'],0,False,,0,False,Деревянная игрушка-стучалка,1,['Деревянная игрушка-стучалка']
0.0,1,['1000000042573'],False,product:348,0.0,[348],False,0,[],1,['WONDERS-ДЕРПРВ1-ДЕРЕВО'],0,False,,0,False,Деревянный конструктор - сортер Паровозик. Развивающая игрушка,1,['Деревянный конструктор - сортер Паровозик. Развивающая игрушка']
0.0,1,['1000000042580'],False,product:395,0.0,[395],False,0,[],1,['WONDERS-МШСРКС1'],0,False,,0,False,Игрушка деревянная 3 в 1: машинка сортер ксилофон,1,['Игрушка деревянная 3 в 1: машинка сортер ксилофон']
0.0,1,['1000000042603'],False,product:1613,0.0,[1613],False,0,[],1,['WONDERS-ЖРФВЕС1'],0,False,,0,False,Деревянная игрушка 'Весёлый жирафик' 3 в 1: счеты арифметические кубики лабиринт,1,"[""Деревянная игрушка 'Весёлый жирафик' 3 в 1: счеты арифметические кубики лабиринт""]"
0.0,1,['1000000042610'],False,product:1612,0.0,[1612],False,0,[],1,['WONDERS-ЖРФМУЗ1-ДЕРЕВОМ'],0,False,,0,False,Деревянная игрушка 'Музыкальный жирафик' 3 в 1: счеты арифметические кубики ксилофон,1,"[""Деревянная игрушка 'Музыкальный жирафик' 3 в 1: счеты арифметические кубики ксилофон""]"
0.0,1,['1000000042641'],False,product:326,0.0,[326],False,0,[],1,['WONDERS-КСЛФ1-ДЕРЕВОМ'],0,False,,0,False,Ксилофон,1,['Ксилофон']
0.0,1,['1000000042665'],False,product:2201,0.0,[2201],False,0,[],1,['WONDERS-КНСТДР1'],0,False,,0,False,Конструктор деревянный Happy Farm 52 детали,1,['Конструктор деревянный Happy Farm 52 детали']
0.0,2,"['1000000042672', '1000000042689']",False,product:2161,0.0,[2161],False,0,[],2,"['WONDERS-ПДСВКВ1-БЕЛЫЙ', 'WONDERS-ПДСВКВ1-ЧЕРН']",0,False,,0,False,Подсвечник в винтажном стиле,2,['Подсвечник в винтажном стиле']
0.0,2,"['1000000042696', '1000000042702']",False,product:2155,0.0,[2155],False,0,[],2,"['WONDERS-ПДСВКР1-БЕЛЫЙ', 'WONDERS-ПДСВКР1-ЧЕРН']",0,False,,0,False,Подсвечник 'Фонарь' 13 см,2,"[""Подсвечник 'Фонарь' 13 см""]"
